id,source_feature_id,target_feature_id,dependency_type,description,license_control_item,source_type,conflict_pair_id
GWFD-110560:dep:GWFD-110559,GWFD-110560,GWFD-110559,depends_on,“5G超高带宽基本功能，20Gbps峰值速率” 与 “5G超高带宽承载接入，20Gbps峰值速率” 的实现一样，只是在资源控制方面存在差异。区别如下：- “5G超高带宽基本功能，20Gbps峰值速率”为功能控制项，“5G超高带宽承载接入，20Gbps峰值速率”为资源控制项。 - “5G超高带宽基本功能，20Gbps峰值速率”必须与“5G超高带宽承载接入，20Gbps峰值速率”特性同时部署，才能实现5G超高带宽，20Gbps的功能。,81203625 5G超高带宽基本功能 20Gbps峰值速率,overview_explicit,
GWFD-110601:dep:GWFD-010296,GWFD-110601,GWFD-010296,depends_on,NB-IoT eDRX模式特性如需启用，必须与NB-IoT终端标准接入特性一起使用，因为需要先使能NB-IoT接入功能。,该特性可能存在多个控制项，详见; [GWFD-010296 NB-IoT终端标准接入特性概述](../GWFD-010296 NB-IoT终端标准接入/GWFD-010296 NB-IoT终端标准接入特性概述_74275192.md),overview_explicit,
GWFD-110606:dep:GWFD-010296,GWFD-110606,GWFD-010296,depends_on,基于信令面的数据传输特性如需启用，必须与NB-IoT终端标准接入特性一起使用，因为需要先使能NB-IoT接入功能。,该特性可能存在多个控制项，详见; [GWFD-010296 NB-IoT终端标准接入特性概述](../GWFD-010296 NB-IoT终端标准接入/GWFD-010296 NB-IoT终端标准接入特性概述_74275192.md),overview_explicit,
GWFD-110607:dep:GWFD-010296,GWFD-110607,GWFD-010296,depends_on,Non-IP数据传输特性如需启用，必须与NB-IoT终端标准接入特性一起使用，因为需要先使能NB-IoT接入功能。,该特性可能存在多个控制项，详见; [GWFD-010296 NB-IoT终端标准接入特性概述](../GWFD-010296 NB-IoT终端标准接入/GWFD-010296 NB-IoT终端标准接入特性概述_74275192.md),overview_explicit,
GWFD-110611:dep:GWFD-010296,GWFD-110611,GWFD-010296,depends_on,基于APN的NB-IoT终端接入速率控制性如需启用，必须与NB-IoT终端标准接入特性一起使用，因为需要先使能NB-IoT接入功能。,该特性可能存在多个控制项，详见; [GWFD-010296 NB-IoT终端标准接入特性概述](../GWFD-010296 NB-IoT终端标准接入/GWFD-010296 NB-IoT终端标准接入特性概述_74275192.md),overview_explicit,
GWFD-110611:dep:GWFD-110606,GWFD-110611,GWFD-110606,depends_on,如果使用基于APN的NB-IoT终端接入速率控制特性的场景是控制面优化，则需要同时开启基于信令面的数据传输Licence。反之则只需要开启基于APN的NB-IoT终端接入速率控制特性的Licence即可。,82200CKD 基于信令面的数据传输,overview_explicit,
GWFD-110612:dep:GWFD-010296,GWFD-110612,GWFD-010296,depends_on,基于服务PLMN的NB-IoT终端接入速率控制特性如需启用，必须与NB-IoT终端标准接入特性一起使用，因为需要先使能NB-IoT接入功能。,该特性可能存在多个控制项，详见; [GWFD-010296 NB-IoT终端标准接入特性概述](../GWFD-010296 NB-IoT终端标准接入/GWFD-010296 NB-IoT终端标准接入特性概述_74275192.md),overview_explicit,
GWFD-110612:dep:GWFD-110606,GWFD-110612,GWFD-110606,depends_on,基于服务PLMN的NB-IoT终端接入速率控制应用于NB-IoT控制面优化数据传输，因此需要同时开启基于信令面的数据传输特性的License。,82200CKD 基于信令面的数据传输,overview_explicit,
GWFD-110910:dep:GWFD-020412,GWFD-110910,GWFD-020412,conflicts_with,L2TP VPN通过LNS设备实现了Routing Behind MS功能，所以在同一APN下，L2TP VPN和Routing Behind MS无需同时部署。,82200BVC LKV3G5L2TP01 L2TP VPN,overview_explicit,conflict:GWFD-020412-GWFD-110910
GWFD-110910:dep:GWFD-010108,GWFD-110910,GWFD-010108,conflicts_with,手机后路由用户不能做用户面地址自动检测。,-,overview_explicit,conflict:GWFD-010108-GWFD-110910
GWFD-110910:dep:GWFD-020482,GWFD-110910,GWFD-020482,conflicts_with,手机后路由用户不支持入不转板功能。,-,overview_explicit,conflict:GWFD-020482-GWFD-110910
GWFD-110910:dep:GWFD-020531,GWFD-110910,GWFD-020531,conflicts_with,手机后路由用户不支持通用DNN漫游分流功能。,82200GCJ LKV3G5STCA01 移动VPN智能分流园区接入,overview_explicit,conflict:GWFD-020531-GWFD-110910
GWFD-111201:dep:IPFD-015004,GWFD-111201,IPFD-015004,supports,网络加速卡支持IPsec功能时，需要同时开启IPsec基本功能。说明：网络加速卡支持IPsec IPv4隧道模式和IPsec IPv6隧道模式。,-,overview_explicit,
GWFD-111201:dep:GWFD-020482,GWFD-111201,GWFD-020482,conflicts_with,网络加速卡场景，不支持入不转板功能。,-,overview_explicit,conflict:GWFD-020482-GWFD-111201
GWFD-111251:dep:GWFD-111252,GWFD-111251,GWFD-111252,affects,本特性和 [GWFD-111252 支持灰度拨测和发布](GWFD-111252 支持灰度拨测和发布_66156569.md) 推荐一起使用。,81203937 LKV3G5HLUG02 支持灰度拨测和发布,overview_explicit,
GWFD-111251:dep:GWFD-111253,GWFD-111251,GWFD-111253,affects,本特性和 [GWFD-111253 支持灰度升级无损回退](GWFD-111253 支持灰度升级无损回退_18780344.md) 推荐一起使用。,81203938 LKV3G5HLUG03 支持灰度升级无损回退,overview_explicit,
GWFD-111251:dep:GWFD-112003,GWFD-111251,GWFD-112003,conflicts_with,本特性与 [GWFD-112003 智网接入](../智家随行解决方案/GWFD-112003 智网接入_74774496.md) 无法同时使用。,82200HHW LKV3G5SNAC01 智网接入,overview_explicit,conflict:GWFD-111251-GWFD-112003
GWFD-111251:dep:GWFD-113005,GWFD-111251,GWFD-113005,conflicts_with,本特性与 [GWFD-113005 支持媒体中继基本功能](../媒体中继解决方案/GWFD-113005 支持媒体中继基本功能_39478025.md) 无法同时使用。,82200JDR LKV3G5SMRB01 支持媒体中继基本功能,overview_explicit,conflict:GWFD-111251-GWFD-113005
GWFD-111252:dep:GWFD-111251,GWFD-111252,GWFD-111251,depends_on,本特性开启前需要开启特性 [GWFD-111251 在线升级](GWFD-111251 在线升级_92812902.md) 。,81203630 LKV3G5HLUG01 灰度升级解决方案增值包基本功能,overview_explicit,
GWFD-111252:dep:GWFD-111253,GWFD-111252,GWFD-111253,affects,本特性和 [GWFD-111253 支持灰度升级无损回退](GWFD-111253 支持灰度升级无损回退_18780344.md) 推荐一起使用。,81203938 LKV3G5HLUG03 支持灰度升级无损回退,overview_explicit,
GWFD-111253:dep:GWFD-111251,GWFD-111253,GWFD-111251,depends_on,本特性开启前需要开启特性 [GWFD-111251 在线升级](GWFD-111251 在线升级_92812902.md) 。,81203630 LKV3G5HLUG01 灰度升级解决方案增值包基本功能,overview_explicit,
GWFD-111253:dep:GWFD-111252,GWFD-111253,GWFD-111252,affects,本特性和 [GWFD-111252 支持灰度拨测和发布](GWFD-111252 支持灰度拨测和发布_66156569.md) 推荐一起使用。,81203937 LKV3G5HLUG02 支持灰度拨测和发布,overview_explicit,
GWFD-111286:dep:GWFD-111302,GWFD-111286,GWFD-111302,depends_on,需要开启 [GWFD-111302 业务全样分析上报](../../报表功能/GWFD-111302 业务全样分析上报_93110964.md) 特性。,82200CXM 业务全样分析上报,overview_explicit,
GWFD-111286:dep:GWFD-111304,GWFD-111286,GWFD-111304,depends_on,需要开启 [GWFD-111304 TCP/UDP传输分析上报](../../报表功能/GWFD-111304 TCP_UDP传输分析上报_93112940.md) 特性。,82200CXP TCP/UDP传输分析上报,overview_explicit,
GWFD-111286:dep:GWFD-111305,GWFD-111286,GWFD-111305,depends_on,需要开启 [GWFD-111305 用户实时位置分析上报](../../报表功能/GWFD-111305 用户实时位置分析上报_93112941.md) 特性。,82200CXQ 用户实时位置分析上报,overview_explicit,
GWFD-111286:dep:GWFD-111283,GWFD-111286,GWFD-111283,depends_on,需要开启 [GWFD-111283 智能板订阅和采集](../../报表功能/GWFD-111283 智能板订阅和采集_44129997.md) 特性。,81203781 智能板订阅和采集,overview_explicit,
GWFD-111302:dep:GWFD-111301,GWFD-111302,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给报表服务器进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111303:dep:GWFD-111301,GWFD-111303,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给 报表服务器 进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111304:dep:GWFD-111301,GWFD-111304,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给 报表服务器 进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111305:dep:GWFD-111301,GWFD-111305,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给 报表服务器 进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111306:dep:GWFD-111302,GWFD-111306,GWFD-111302,depends_on,UDG 需要对业务流的数据报文进行灵活抽样，VOIP报文上报在使用前需要开启 [GWFD-111302 业务全样分析上报](GWFD-111302 业务全样分析上报_93110964.md) 。,82200CXM 业务全样分析上报,overview_explicit,
GWFD-111306:dep:GWFD-111301,GWFD-111306,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给报表服务器进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111306:dep:GWFD-110132,GWFD-111306,GWFD-110132,depends_on,VOIP报文上报在使用前需要开启 [GWFD-110132 SA-VOIP](../业务感知功能/GWFD-110132 SA-VOIP_24082518.md),82209761 SA-VOIP,overview_explicit,
GWFD-111307:dep:GWFD-111301,GWFD-111307,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给 报表服务器 进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111307:dep:GWFD-111302,GWFD-111307,GWFD-111302,depends_on,Web业务分析上报在使用前需要开启 [GWFD-111302 业务全样分析上报](GWFD-111302 业务全样分析上报_93110964.md) 。,82200CXM 业务全样分析上报,overview_explicit,
GWFD-111307:dep:GWFD-110103,GWFD-111307,GWFD-110103,depends_on,Web业务分析上报在使用前需要开启 [GWFD-110103 SA-Web Browsing](../业务感知功能/GWFD-110103 SA-Web Browsing_24082511.md) 。,82209755 SA-Web Browsing,overview_explicit,
GWFD-111309:dep:GWFD-111301,GWFD-111309,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给 报表服务器 进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111309:dep:GWFD-020351,GWFD-111309,GWFD-020351,depends_on,PCC规则报表上报在使用前需要开启 [GWFD-020351 PCC基本功能](../智能策略控制功能/GWFD-020351 PCC基本功能_42369272.md) 特性。,82209825 PCC基本功能,overview_explicit,
GWFD-111310:dep:GWFD-111301,GWFD-111310,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给 报表服务器 进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111310:dep:GWFD-110142,GWFD-111310,GWFD-110142,depends_on,QUIC业务分析上报在使用前需要开启 [GWFD-110142 SA-QUIC](../业务感知功能/GWFD-110142 SA-QUIC_24082528.md) 。,82209771 SA-QUIC,overview_explicit,
GWFD-111311:dep:GWFD-111301,GWFD-111311,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给 报表服务器 进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111312:dep:GWFD-111301,GWFD-111312,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给 报表服务器 进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111313:dep:GWFD-111301,GWFD-111313,GWFD-111301,depends_on,为实现网络业务的可视化， UDG 需要对数据流进行识别和业务感知，并将识别和感知结果传递给 报表服务器 进行业务统计，因此需开启 [GWFD-111301 智能分析记录生成](GWFD-111301 智能分析记录生成_93112938.md) 特性。,82200CXL 智能分析记录生成,overview_explicit,
GWFD-111313:dep:GWFD-111311,GWFD-111313,GWFD-111311,depends_on,业务实时分析上报依赖CloudUDN下发订阅信息，因此需开启 [GWFD-111311 业务分析上报订阅](GWFD-111311 业务分析上报订阅_29704759.md) 特性。,82200EAJ 业务分析上报订阅,overview_explicit,
GWFD-112000:dep:GWFD-020251,GWFD-112000,GWFD-020251,depends_on,双故障Bypass特性作为IMS接入的特性，必须开启IMS接入特性。,82209873; VoLTE基础语音业务,overview_explicit,
GWFD-112000:dep:GWFD-020281,GWFD-112000,GWFD-020281,depends_on,双故障Bypass特性作为IMS接入的特性，必须开启IMS接入特性。,82200ELG; VoNR基础语音业务,overview_explicit,
GWFD-112000:dep:GWFD-020351,GWFD-112000,GWFD-020351,depends_on,双故障Bypass特性必须有PCRF/PCF的部署支撑，必须开启PCC基本功能。,82209825 PCC基本功能,overview_explicit,
GWFD-112000:dep:GWFD-020358,GWFD-112000,GWFD-020358,depends_on,语音专有QoS Flow/专有承载的创建和更新需要依赖GWFD-020358 业务触发的QoS保证功能。,82200AFP 业务触发的QoS保证,overview_explicit,
IPFD-010002:dep:IPFD-014000,IPFD-010002,IPFD-014000,depends_on,VLAN子接口转发报文依赖于路由表转发。VLAN内终端用户的缺省网关必须是对应VLAN子接口的IP地址。,,overview_explicit,
IPFD-012001:dep:IPFD-012002,IPFD-012001,IPFD-012002,interacts_with,ACL防火墙功能：当用户认为某类报文不可信时，可以通过QoS引用ACL将这类报文与其他报文区别出来并进行丢弃；同样的，当用户认为某类报文可信时，也可以通过QoS引用ACL将这类报文与其他报文区别出来并允许通过。,,overview_explicit,
IPFD-012002:dep:NPFD-010004,IPFD-012002,NPFD-010004,interacts_with,ACL本身只是一组规则的集合，它只是通过规则对报文进行了分类。因此ACL需要与具体业务特性配合使用，才能实现过滤报文的功能。,,overview_explicit,
IPFD-012002:dep:IPFD-014006,IPFD-012002,IPFD-014006,interacts_with,ACL本身只是一组规则的集合，它只是通过规则对报文进行了分类。因此ACL需要与具体业务特性配合使用，才能实现过滤报文的功能。,,overview_explicit,
IPFD-012002:dep:IPFD-014005,IPFD-012002,IPFD-014005,interacts_with,ACL本身只是一组规则的集合，它只是通过规则对报文进行了分类。因此ACL需要与具体业务特性配合使用，才能实现过滤报文的功能。,,overview_explicit,
IPFD-012003:dep:IPFD-014000,IPFD-012003,IPFD-014000,interacts_with,BFD for OSPF能够为OSPF邻居之间的链路提供快速检测功能，当邻居之间的链路出现故障时，加快OSPF协议的收敛速度。,,overview_explicit,
IPFD-014000:dep:IPFD-012000,IPFD-014000,IPFD-012000,interacts_with,静态路由可以绑定BFD会话，利用BFD会话来检测静态路由所在链路的状态。 - 当某条静态路由上的BFD会话检测到链路故障，BFD会将故障上报系统，系统将这条路由从IP路由表中删除。 - 当某条静态路由上的BFD会话检测到故障的链路重新建立成功，BFD会上报系统，系统将这条路由加入IP路由表。,,overview_explicit,
IPFD-014000:dep:IPFD-014001,IPFD-014000,IPFD-014001,interacts_with,OSPF协议可将静态路由引入OSPF路由表中，生成相应的OSPF路由。,,overview_explicit,
IPFD-014001:dep:IPFD-012003,IPFD-014001,IPFD-012003,interacts_with,BFD for OSPF能够为OSPF邻居之间的链路提供快速检测功能，当邻居之间的链路出现故障时，加快OSPF协议的收敛速度。,,overview_explicit,
IPFD-014001:dep:IPFD-014005,IPFD-014001,IPFD-014005,interacts_with,通过应用路由策略，控制OSPF发布、接收、引用的路由信息。,,overview_explicit,
IPFD-014002:dep:IPFD-012000,IPFD-014002,IPFD-012000,interacts_with,BFD for BGP能够为BGP邻居之间的链路提供快速检测功能，当邻居之间的链路出现故障时，加快BGP协议的收敛速度。,,overview_explicit,
IPFD-014002:dep:IPFD-014005,IPFD-014002,IPFD-014005,interacts_with,通过应用路由策略，控制BGP发布、接收、引用的路由信息。,,overview_explicit,
IPFD-015002:dep:IPFD-014000,IPFD-015002,IPFD-014000,interacts_with,在源端设备和目的端设备上都必须存在经过Tunnel转发的路由，这样需要进行GRE封装的报文才能正确转发。通过配置OSPF协议获得经过Tunnel接口的路由。,,overview_explicit,
